"","vendors","id","price","size","cost_per_size"
"9029","Loblaws",7498,20.4,493.61,0.04
"9030","Galleria",30329,43.03,328,0.13
"9031","No Frills",42454,12.6,852.07,0.01
"9032","Galleria",57463,18.94,599.23,0.03
"9033","Walmart",59387,22.62,835.21,0.03
"9034","Galleria",81757,45.64,142.42,0.32
"9035","T&T",69871,9.04,551.29,0.02
"9036","Galleria",26948,25.29,1.1,22.99
"9037","Save-On-Foods",4148,23.62,633.7,0.04
"9038","Galleria",84271,24.08,364.44,0.07
"9039","Galleria",40298,16.28,437.31,0.04
"9040","Galleria",42945,36.6,417.74,0.09
"9041","T&T",70215,20.72,912.95,0.02
"9042","T&T",86993,30.48,664.35,0.05
"9043","Save-On-Foods",18678,4.75,796.32,0.01
"9044","Loblaws",53483,40.54,469.41,0.09
"9045","Walmart",55436,46.6,544.45,0.09
"9046","T&T",4167,48.27,233.7,0.21
"9047","Loblaws",61177,33.86,669.6,0.05
"9048","Loblaws",35694,25.57,871.79,0.03
"9049","T&T",79413,10.36,318.89,0.03
"9050","Galleria",24936,30.09,342.49,0.09
"9051","No Frills",35380,13.13,881.32,0.01
"9052","Walmart",30174,25.34,533.02,0.05
"9053","Walmart",61157,30.46,467.06,0.07
"9054","Loblaws",6408,30.23,993.55,0.03
"9055","Save-On-Foods",21818,22.4,224.27,0.1
"9056","Walmart",60279,35,897.8,0.04
"9057","Loblaws",55648,18.23,719.25,0.03
"9058","T&T",23134,27.36,369.56,0.07
"9059","T&T",66732,8.76,286.48,0.03
"9060","Metro",28335,36.65,524.24,0.07
"9061","Voila",82018,4.14,355.26,0.01
"9062","T&T",50948,7.24,782.91,0.01
"9063","Galleria",14360,24.67,395.82,0.06
"9064","T&T",22546,27.7,860.03,0.03
"9065","No Frills",46275,45.31,270.3,0.17
"9066","Galleria",63497,14.89,83.89,0.18
"9067","Voila",27495,24.1,614.76,0.04
"9068","T&T",84842,48.31,811.78,0.06
"9069","Loblaws",97160,45.87,513.88,0.09
"9070","Loblaws",17215,40.03,98.84,0.4
"9071","Save-On-Foods",61771,30.59,57.24,0.53
"9072","Loblaws",17457,10.86,271.93,0.04
"9073","Metro",97703,33.93,861.2,0.04
"9074","Save-On-Foods",87251,3.84,990.62,0
"9075","T&T",21914,7.75,27.66,0.28
"9076","Metro",23631,6.8,136.41,0.05
"9077","Loblaws",94636,42.79,389.41,0.11
"9078","T&T",65714,32.49,266.95,0.12
"9079","Voila",65306,24.13,750.36,0.03
"9080","Loblaws",82256,42.93,892.74,0.05
"9081","No Frills",3731,0.35,178.51,0
"9082","Walmart",43614,34.19,369.39,0.09
"9083","Walmart",42645,17.73,375.61,0.05
"9084","T&T",42745,41.87,650.61,0.06
"9085","No Frills",88012,10.4,860.05,0.01
"9086","Voila",1216,17.53,664.6,0.03
"9087","Loblaws",46177,46,476.44,0.1
"9088","Galleria",4359,32.97,166.97,0.2
"9089","Galleria",46997,43.09,245.53,0.18
"9090","Walmart",6922,21.19,689.8,0.03
"9091","Walmart",28420,13.78,857.69,0.02
"9092","Save-On-Foods",27549,21.67,656.74,0.03
"9093","No Frills",24829,40.23,294.04,0.14
"9094","T&T",82012,33.25,242.71,0.14
"9095","Loblaws",45216,19.7,409,0.05
"9096","Walmart",78779,39.8,858.3,0.05
"9097","Walmart",61633,35.76,800.88,0.04
"9098","T&T",20414,33.02,309.43,0.11
"9099","Voila",63545,35.38,905.29,0.04
"9100","T&T",53570,48.79,756.34,0.06
"9101","Walmart",73241,11.52,188.35,0.06
"9102","Loblaws",25310,21.24,94.2,0.23
"9103","Metro",47479,26.54,900.04,0.03
"9104","Save-On-Foods",68495,2,745,0
"9105","T&T",18841,6.97,311.31,0.02
"9106","T&T",97926,24.77,143.68,0.17
"9107","Galleria",60723,47.94,86.34,0.56
"9108","Metro",59335,9.05,422.57,0.02
"9109","Save-On-Foods",47550,31.13,494.29,0.06
"9110","Loblaws",57536,34.56,755.79,0.05
"9111","Galleria",70460,18.9,778.52,0.02
"9112","Save-On-Foods",27450,21.7,886.36,0.02
"9113","Voila",20870,6.06,923.28,0.01
"9114","T&T",52561,31.24,796.2,0.04
"9115","T&T",99540,43.51,174.32,0.25
"9116","Save-On-Foods",14461,32.22,462.34,0.07
"9117","Save-On-Foods",18084,37.36,597.2,0.06
"9118","Loblaws",45830,42.83,441.57,0.1
"9119","No Frills",37781,25.19,116.78,0.22
"9120","Metro",67835,28.24,370.59,0.08
"9121","Loblaws",11462,15.15,147.76,0.1
"9122","Walmart",685,29.44,250.52,0.12
"9123","Loblaws",81521,27.38,609.97,0.04
"9124","Galleria",39535,33.39,514.4,0.06
"9125","Metro",40723,1.75,453.25,0
"9126","Voila",35196,3.95,640.67,0.01
"9127","Loblaws",71599,33.31,991.16,0.03
"9128","Voila",13263,9.36,440.42,0.02
"9129","Galleria",18243,46.23,932.97,0.05
"9130","No Frills",51624,19.07,792.34,0.02
"9131","Walmart",29920,43.17,419.14,0.1
"9132","Metro",21366,16.81,81.92,0.21
"9133","Galleria",96919,17.54,118.96,0.15
"9134","Galleria",92813,41.58,576.36,0.07
"9135","Voila",59689,46.72,718.14,0.07
"9136","Voila",94881,21.73,676.9,0.03
"9137","Metro",46799,13.92,492.28,0.03
"9138","T&T",51934,10.37,509.8,0.02
"9139","Metro",81855,13.71,191.08,0.07
"9140","No Frills",81838,21.01,622.68,0.03
"9141","Metro",20294,32.96,148.02,0.22
"9142","No Frills",49680,21.67,430.4,0.05
"9143","Voila",99920,49.97,944.32,0.05
"9144","T&T",66338,34.94,766.76,0.05
"9145","T&T",91347,44.75,644.19,0.07
"9146","Loblaws",7728,39.22,365.05,0.11
"9147","Walmart",93583,5.7,731.44,0.01
"9148","Loblaws",30519,45.3,441.59,0.1
"9149","Loblaws",97884,46.41,507.32,0.09
"9150","Galleria",17893,19.55,715.24,0.03
"9151","T&T",31944,26.53,287.94,0.09
"9152","Galleria",72502,25.21,853.71,0.03
"9153","T&T",47790,7.79,224.04,0.03
"9154","Galleria",69748,24.2,51.85,0.47
"9155","Voila",92323,3.56,996.25,0
"9156","Save-On-Foods",95035,39.85,355.87,0.11
"9157","Save-On-Foods",83577,17.72,617.19,0.03
"9158","Save-On-Foods",8524,5.46,670.69,0.01
"9159","Loblaws",49123,12.96,237.79,0.05
"9160","Save-On-Foods",19892,28.91,177.26,0.16
"9161","Galleria",6079,41.2,213.97,0.19
"9162","T&T",63786,11.17,558.23,0.02
"9163","Save-On-Foods",42882,17.53,617.28,0.03
"9164","Galleria",19598,19.78,799.95,0.02
"9165","Voila",87175,24.13,251.54,0.1
"9166","Voila",88035,40.28,139.46,0.29
"9167","Loblaws",68457,40.2,17.73,2.27
"9168","Voila",40271,38.58,858.79,0.04
"9169","Loblaws",90292,6.08,726.57,0.01
"9170","Galleria",16985,4.01,335.88,0.01
"9171","Metro",73131,11.22,58.65,0.19
"9172","Loblaws",86078,4.55,585.14,0.01
"9173","Walmart",51756,35.47,233.3,0.15
"9174","Loblaws",78590,3.06,41.13,0.07
"9175","T&T",66015,19.08,576.96,0.03
"9176","T&T",37823,48.51,414.66,0.12
"9177","Voila",65655,7.54,444.59,0.02
"9178","Galleria",50655,34.04,196.55,0.17
"9179","No Frills",10581,1.88,213.77,0.01
"9180","T&T",61282,14.37,404.34,0.04
"9181","Walmart",34633,34.72,362.73,0.1
"9182","Loblaws",11931,21.71,128.23,0.17
"9183","Metro",7994,27.05,541.73,0.05
"9184","Loblaws",799,14.77,736.16,0.02
"9185","Galleria",60822,30.25,815.43,0.04
"9186","Loblaws",35121,31.38,285.09,0.11
"9187","Galleria",45415,47.78,971.09,0.05
"9188","Galleria",6036,31.53,781.31,0.04
"9189","Walmart",31599,42.31,303.98,0.14
"9190","Save-On-Foods",5119,18.15,46.73,0.39
"9191","Loblaws",68431,45.38,660.41,0.07
"9192","Walmart",26006,49.8,944.71,0.05
"9193","Loblaws",89509,19.97,156.61,0.13
"9194","Walmart",50542,43.95,635.26,0.07
"9195","Loblaws",45785,3.62,809.41,0
"9196","Metro",1226,39.28,465.08,0.08
"9197","Walmart",30969,38.09,522.32,0.07
"9198","T&T",7779,19.58,151.65,0.13
"9199","Walmart",58089,33.62,310.68,0.11
"9200","Voila",45691,20.04,638.37,0.03
"9201","Galleria",21797,10.48,605.74,0.02
"9202","Metro",57420,23.51,895.67,0.03
"9203","Walmart",86885,17.6,440.59,0.04
"9204","Loblaws",20379,37.57,219.05,0.17
"9205","Loblaws",74865,2.52,988.25,0
"9206","T&T",17412,18.45,309.17,0.06
"9207","Loblaws",94148,0.93,417.48,0
"9208","Walmart",82673,14.35,174.07,0.08
"9209","Loblaws",82884,14.95,211.31,0.07
"9210","T&T",20601,24.99,875.85,0.03
"9211","Loblaws",41470,49.4,78.73,0.63
"9212","Voila",36318,25.43,885.5,0.03
"9213","Galleria",57447,11.85,389.11,0.03
"9214","Loblaws",41069,0.49,242.17,0
"9215","T&T",53028,3.37,202.95,0.02
"9216","Loblaws",6755,17.19,287.67,0.06
"9217","Galleria",88165,19.86,160.34,0.12
"9218","Save-On-Foods",18736,45.78,309.41,0.15
"9219","Loblaws",60338,44.24,373.78,0.12
"9220","Voila",40984,42.51,721.43,0.06
"9221","Loblaws",59695,44.82,37.73,1.19
"9222","Loblaws",87414,15.76,607.52,0.03
"9223","Galleria",25025,30.98,942.82,0.03
"9224","T&T",34191,14.34,142.24,0.1
"9225","Galleria",75975,8.27,387.29,0.02
"9226","Walmart",21738,6.83,432.25,0.02
"9227","Loblaws",97660,45.71,530.04,0.09
"9228","Metro",20639,26.62,347.75,0.08
"9229","T&T",21526,17.5,822.51,0.02
"9230","Metro",46859,34.04,896.3,0.04
"9231","No Frills",59431,17.95,406.16,0.04
"9232","Walmart",72561,45.14,655.43,0.07
"9233","Loblaws",27969,25.05,458.14,0.05
"9234","Walmart",89091,41.32,529.23,0.08
"9235","T&T",58427,22.03,58.21,0.38
"9236","Walmart",44049,20.81,924.75,0.02
"9237","T&T",52146,25.9,168.69,0.15
"9238","T&T",87695,23.07,302.49,0.08
"9239","Voila",64900,13.77,328.89,0.04
"9240","Galleria",41859,14.42,824.44,0.02
"9241","No Frills",94712,29.78,926.03,0.03
"9242","T&T",56593,29.98,76.01,0.39
"9243","Loblaws",16016,25.86,544.9,0.05
"9244","T&T",32762,18.03,914.31,0.02
"9245","Metro",94435,21.76,322.35,0.07
"9246","No Frills",93446,37.82,704.19,0.05
"9247","T&T",96882,16.25,163.51,0.1
"9248","Walmart",46265,23.69,474.18,0.05
"9249","Loblaws",62715,3.37,337.55,0.01
"9250","T&T",14007,0.54,914.16,0
"9251","Metro",91444,21.98,192.55,0.11
"9252","Galleria",40475,44.53,261.95,0.17
"9253","Save-On-Foods",76188,24.6,233.17,0.11
"9254","Voila",25277,11.89,847.97,0.01
"9255","Galleria",76839,43.89,517.42,0.08
"9256","T&T",62999,41.88,460.07,0.09
"9257","Metro",16840,21.48,850,0.03
"9258","Voila",53220,42.13,178.16,0.24
"9259","Save-On-Foods",22560,5.39,851.07,0.01
"9260","Walmart",73577,14.09,607.21,0.02
"9261","Galleria",16042,25.6,887.54,0.03
"9262","Galleria",19541,33.24,538.96,0.06
"9263","Metro",33946,45.4,49.06,0.93
"9264","Loblaws",39710,27.08,519.71,0.05
"9265","Galleria",68839,30.45,86.28,0.35
"9266","T&T",9178,19.18,154.2,0.12
"9267","Loblaws",3298,43.4,963.43,0.05
"9268","Loblaws",80442,11.12,206.33,0.05
"9269","No Frills",44096,26.6,780.22,0.03
"9270","Metro",25191,36.41,904.21,0.04
"9271","Loblaws",93049,4.5,621.83,0.01
"9272","Loblaws",16566,33.92,197.67,0.17
"9273","Loblaws",30013,33.23,727.17,0.05
"9274","Loblaws",57810,4.99,689.56,0.01
"9275","Walmart",47961,49.79,780.17,0.06
"9276","No Frills",92817,13.63,970.54,0.01
"9277","Metro",19867,29.65,82.03,0.36
"9278","Walmart",27933,15.1,374.97,0.04
"9279","Metro",25818,45.36,647.77,0.07
"9280","Save-On-Foods",61723,35.5,600.95,0.06
"9281","No Frills",94666,32.49,647.5,0.05
"9282","Walmart",83126,10.17,556.87,0.02
"9283","Walmart",46297,2.47,699.51,0
"9284","Save-On-Foods",23142,32.65,886.08,0.04
"9285","Loblaws",85548,29.93,653.59,0.05
"9286","T&T",95374,17.11,220.8,0.08
"9287","Voila",52127,5.17,609.42,0.01
"9288","Voila",17706,49.46,68.31,0.72
"9289","Save-On-Foods",99915,28.34,956.2,0.03
"9290","T&T",49779,34.44,62.5,0.55
"9291","Galleria",48149,46.99,170.08,0.28
"9292","T&T",88449,3.75,147.37,0.03
"9293","Loblaws",43217,45.73,770.66,0.06
"9294","T&T",77495,37.28,249.89,0.15
"9295","No Frills",7299,6.2,821.09,0.01
"9296","Loblaws",41202,20.63,392.4,0.05
"9297","Loblaws",54244,40.56,68.01,0.6
"9298","Loblaws",75786,19.83,563.84,0.04
"9299","No Frills",56953,10.57,943.4,0.01
"9300","Loblaws",81192,28.41,246.51,0.12
"9301","T&T",16287,0.91,968.41,0
"9302","T&T",1066,43.11,7.9,5.46
"9303","No Frills",26425,19.62,80.22,0.24
"9304","Metro",17850,24.64,69.01,0.36
"9305","Galleria",96465,11.89,324.82,0.04
"9306","Walmart",26449,43.89,30.18,1.45
"9307","T&T",43138,14.52,136.55,0.11
"9308","No Frills",36492,47.5,280.34,0.17
"9309","Loblaws",61461,12.12,389.87,0.03
"9310","T&T",18668,5.03,598.35,0.01
"9311","Voila",90986,32.06,831.09,0.04
"9312","T&T",75853,21.31,49.24,0.43
"9313","Galleria",58588,19.87,0.94,21.14
"9314","Loblaws",95858,38.72,731.26,0.05
"9315","Metro",72922,26.79,904.3,0.03
"9316","Voila",47719,39.95,489.45,0.08
"9317","Galleria",7131,24.07,56.27,0.43
"9318","Loblaws",7964,27.87,869.23,0.03
"9319","Save-On-Foods",61577,0.99,414.27,0
"9320","Voila",96995,28.72,627.18,0.05
"9321","Galleria",30068,35.1,257.5,0.14
"9322","Galleria",90490,19.8,858.97,0.02
"9323","T&T",34862,6.71,686.35,0.01
"9324","Loblaws",53341,30.35,121.14,0.25
"9325","Save-On-Foods",58123,24.21,909.54,0.03
"9326","Voila",19784,30.59,986.61,0.03
"9327","Loblaws",14104,7.69,377.19,0.02
"9328","Save-On-Foods",96611,47.38,73.98,0.64
"9329","T&T",74456,33.25,561.53,0.06
"9330","No Frills",30562,12.34,725.61,0.02
"9331","Voila",40902,27.54,820.21,0.03
"9332","Voila",85296,3.82,602.82,0.01
"9333","Loblaws",12978,30.38,635.52,0.05
"9334","Galleria",11929,29.32,149.58,0.2
"9335","Walmart",22715,38.46,183.97,0.21
"9336","Metro",70991,12.91,140.19,0.09
"9337","Loblaws",13976,43.21,632.87,0.07
"9338","Voila",51811,12.18,749.79,0.02
"9339","Walmart",80286,21.28,590.67,0.04
"9340","Voila",83994,9.09,803.43,0.01
"9341","Walmart",20123,6.73,898.83,0.01
"9342","Loblaws",38037,28.47,467.29,0.06
"9343","No Frills",65303,49.07,719.04,0.07
"9344","Save-On-Foods",40784,43.91,371.64,0.12
"9345","Galleria",94612,12.62,815.64,0.02
"9346","No Frills",13817,17.22,655.31,0.03
"9347","T&T",25115,5.35,923.34,0.01
"9348","Walmart",89290,3.01,779.81,0
"9349","Metro",80944,15.04,19.27,0.78
"9350","Save-On-Foods",34702,47.38,700.8,0.07
"9351","Galleria",69164,41.26,93.04,0.44
"9352","Loblaws",63,21.51,967,0.02
"9353","Galleria",5398,45.49,925.21,0.05
"9354","Voila",51306,9.49,206.11,0.05
"9355","No Frills",16879,8.01,290.93,0.03
"9356","T&T",45518,31.31,119.87,0.26
"9357","Walmart",18733,8.59,310.92,0.03
"9358","Loblaws",65924,9.5,359.02,0.03
"9359","T&T",21653,18.97,187.41,0.1
"9360","Walmart",23529,34.51,55.1,0.63
"9361","Walmart",26398,30.04,550.41,0.05
"9362","Walmart",61830,20.05,228.29,0.09
"9363","Save-On-Foods",84221,26.34,121.75,0.22
"9364","Save-On-Foods",78984,23.03,388.08,0.06
"9365","T&T",78937,15.35,38.39,0.4
"9366","No Frills",7612,34.47,190.96,0.18
"9367","Save-On-Foods",93344,23.16,13.48,1.72
"9368","Metro",63288,23.37,224.61,0.1
"9369","Metro",40878,0.9,641.32,0
"9370","Voila",79180,0.96,252.85,0
"9371","Voila",18083,18.46,725.56,0.03
"9372","Loblaws",3673,47.76,457.79,0.1
"9373","T&T",71517,33.16,331.94,0.1
"9374","Galleria",99578,13.46,370.45,0.04
"9375","No Frills",35297,29.05,765.99,0.04
"9376","Voila",81053,33.8,449.23,0.08
"9377","Galleria",74169,15.08,851.75,0.02
"9378","Save-On-Foods",45783,12.65,297.99,0.04
"9379","Loblaws",53033,29.47,274.03,0.11
"9380","Loblaws",80937,26.33,238.22,0.11
"9381","Walmart",56078,47.77,297.56,0.16
"9382","Walmart",20444,45.9,554.3,0.08
"9383","Galleria",64257,48.91,179.93,0.27
"9384","Loblaws",52278,24.32,177.4,0.14
"9385","T&T",82964,25.57,992.89,0.03
"9386","Save-On-Foods",41620,22.27,331.44,0.07
"9387","No Frills",1069,11.15,758.07,0.01
"9388","Walmart",93618,34.79,741.52,0.05
"9389","No Frills",36368,26.68,952.46,0.03
"9390","Save-On-Foods",45320,1.14,74.6,0.02
"9391","Loblaws",18570,29.33,153.79,0.19
"9392","Voila",53602,39.36,387.82,0.1
"9393","Metro",74174,15.64,372.02,0.04
"9394","Save-On-Foods",44721,47.52,888.32,0.05
"9395","Walmart",47422,40.81,174.71,0.23
"9396","Loblaws",30102,16.05,568.33,0.03
"9397","Galleria",3377,42.91,455.77,0.09
"9398","Save-On-Foods",25075,29.44,496.74,0.06
"9399","Walmart",84480,15.53,230.29,0.07
"9400","Galleria",29702,8.18,12.85,0.64
"9401","Voila",9149,27.58,619.55,0.04
"9402","Voila",57566,40.17,310.86,0.13
"9403","Loblaws",52660,43.27,97.4,0.44
"9404","Voila",57478,12.3,870.01,0.01
"9405","Save-On-Foods",75459,11.86,595.16,0.02
"9406","Metro",61198,28.48,868.82,0.03
"9407","T&T",46234,40.82,688.7,0.06
"9408","Loblaws",23171,18.29,451.35,0.04
"9409","Metro",42219,4.66,162.36,0.03
"9410","No Frills",30552,16.49,485.39,0.03
"9411","Galleria",28972,36.2,147.13,0.25
"9412","Save-On-Foods",3542,41.54,87.18,0.48
"9413","Voila",83663,15.61,415.04,0.04
"9414","T&T",25513,45.62,659.37,0.07
"9415","Galleria",71823,0.64,633.8,0
"9416","Loblaws",64299,6.61,602,0.01
"9417","Loblaws",82338,9.71,967.83,0.01
"9418","Galleria",77879,2.13,473.56,0
"9419","Voila",76281,26.78,659.26,0.04
"9420","Metro",50024,31.36,92.93,0.34
"9421","Metro",92433,3.22,329.64,0.01
"9422","Walmart",90294,20.55,376.85,0.05
"9423","No Frills",75103,16.01,563.05,0.03
"9424","T&T",8653,6.97,497.51,0.01
"9425","T&T",94169,37.83,309.45,0.12
"9426","Galleria",22625,40.32,211.91,0.19
"9427","Voila",44976,18.74,183.94,0.1
"9428","Save-On-Foods",77618,21.79,103.57,0.21
"9429","Galleria",44098,41.95,435.62,0.1
"9430","Metro",74023,18.77,715.99,0.03
"9431","Loblaws",55808,42.21,662.81,0.06
"9432","Galleria",30727,2.31,329.63,0.01
"9433","Walmart",69341,26.9,995.26,0.03
"9434","Loblaws",22250,35.99,790.07,0.05
"9435","T&T",78868,30.97,607.91,0.05
"9436","Walmart",71335,25.48,170.28,0.15
"9437","Loblaws",71760,10.57,196.03,0.05
"9438","Voila",60363,17.63,870.37,0.02
"9439","T&T",56464,41.17,884.69,0.05
"9440","T&T",32139,47.04,921.41,0.05
"9441","Loblaws",79462,47.07,933.56,0.05
"9442","Loblaws",99233,41.43,261.53,0.16
"9443","Loblaws",78496,13.71,105.97,0.13
"9444","Voila",86875,4.09,486.99,0.01
"9445","Voila",150,38.18,934.12,0.04
"9446","Galleria",73380,45.98,459.04,0.1
"9447","Galleria",80353,16.88,64.62,0.26
"9448","Metro",85018,15.27,705.21,0.02
"9449","Loblaws",42421,41.91,663.02,0.06
"9450","Voila",60255,13.4,38.57,0.35
"9451","Metro",97013,23.45,362.21,0.06
"9452","T&T",77639,4.74,172.7,0.03
"9453","Walmart",27067,48.52,380.65,0.13
"9454","Metro",47393,0.74,981.62,0
"9455","Walmart",38209,33.19,23.83,1.39
"9456","Walmart",4049,10.17,270.04,0.04
"9457","Save-On-Foods",73466,45.64,49.04,0.93
"9458","Walmart",49197,22.53,196.78,0.11
"9459","T&T",40828,21.83,883.22,0.02
"9460","Metro",66099,5.38,604.73,0.01
"9461","Save-On-Foods",97591,10.58,362.37,0.03
"9462","No Frills",70348,36.64,709.56,0.05
"9463","Galleria",8017,44.96,492.71,0.09
"9464","Save-On-Foods",8823,46.66,53.71,0.87
"9465","Loblaws",94247,7.38,411.44,0.02
"9466","No Frills",59538,4.09,546.97,0.01
"9467","T&T",50374,29.91,599,0.05
"9468","Galleria",70176,31.11,966.3,0.03
"9469","Save-On-Foods",66481,40.91,412.54,0.1
"9470","Voila",57651,25.82,254.7,0.1
"9471","Loblaws",47496,7.09,546.69,0.01
"9472","Metro",42460,30.34,350.34,0.09
"9473","Metro",73062,22.85,389.58,0.06
"9474","Loblaws",9279,39.74,995.66,0.04
"9475","T&T",62871,47.91,829.07,0.06
"9476","Save-On-Foods",57263,15.46,556.79,0.03
"9477","Loblaws",75102,46.24,594.25,0.08
"9478","Save-On-Foods",15918,1.25,280.91,0
"9479","Galleria",89042,32.58,63.86,0.51
"9480","Voila",11383,42.54,158.37,0.27
"9481","Galleria",89462,49.91,926.31,0.05
"9482","Voila",5886,47.2,654.76,0.07
"9483","Save-On-Foods",4642,29.35,252.74,0.12
"9484","Save-On-Foods",28803,14.08,298.11,0.05
"9485","Walmart",8722,1.23,867.74,0
"9486","No Frills",32287,14.59,425.56,0.03
"9487","Loblaws",27243,0.89,341.68,0
"9488","Voila",4636,49.18,806.93,0.06
"9489","T&T",27209,40.37,516.25,0.08
"9490","Galleria",50566,33.47,115.33,0.29
"9491","Galleria",21129,10.7,840.57,0.01
"9492","Metro",87223,34.19,804.88,0.04
"9493","Galleria",17183,31.77,702.77,0.05
"9494","Metro",9342,35.54,716.47,0.05
"9495","Voila",35639,20.92,718.84,0.03
"9496","Loblaws",37040,40.31,850.97,0.05
"9497","Save-On-Foods",66788,44.68,202.91,0.22
"9498","No Frills",61166,12.52,871.58,0.01
"9499","Galleria",23816,21.12,846.25,0.02
"9500","Save-On-Foods",16788,27.47,471.67,0.06
"9501","Loblaws",11299,39.61,923.6,0.04
"9502","Galleria",98991,15.2,364.38,0.04
"9503","No Frills",99065,11.34,595.5,0.02
"9504","No Frills",83866,14.27,483.73,0.03
"9505","Walmart",78527,0.89,3.55,0.25
"9506","Galleria",48075,34.23,579.9,0.06
"9507","T&T",24931,36.49,785.13,0.05
"9508","Metro",89879,3.44,507.56,0.01
"9509","Galleria",51870,31.77,810.92,0.04
"9510","Save-On-Foods",5657,42.52,248.3,0.17
"9511","No Frills",92959,46.84,366.89,0.13
"9512","T&T",34239,17.8,38.26,0.47
"9513","Walmart",52300,26.28,362.11,0.07
"9514","T&T",53219,28.18,562.87,0.05
"9515","Loblaws",3880,20.43,999.69,0.02
"9516","Loblaws",42892,36.81,311.65,0.12
"9517","Walmart",65886,28.85,760.48,0.04
"9518","Galleria",62858,1.28,339.5,0
"9519","No Frills",12326,22.88,511.92,0.04
"9520","Loblaws",81146,12.9,19.55,0.66
"9521","Metro",18716,39.89,500.01,0.08
"9522","Voila",9538,0.94,563.77,0
"9523","Galleria",36578,5.58,208.26,0.03
"9524","Save-On-Foods",78770,21.1,546.13,0.04
"9525","Galleria",74164,6,922.04,0.01
"9526","T&T",27395,19.8,64.55,0.31
"9527","Galleria",57976,25.23,965.67,0.03
"9528","Galleria",66931,10.27,282.74,0.04
"9529","Walmart",11739,23.2,358.64,0.06
"9530","Walmart",91816,36.03,79.74,0.45
"9531","T&T",52108,35.09,74.88,0.47
"9532","Save-On-Foods",41075,7.73,97.02,0.08
"9533","Save-On-Foods",8590,18.17,873.64,0.02
"9534","Metro",60532,23.09,781.5,0.03
"9535","Walmart",41967,34.66,675.63,0.05
"9536","Metro",69140,23.51,186.28,0.13
"9537","Galleria",2024,8.32,934.52,0.01
"9538","Galleria",92395,47.39,77.52,0.61
"9539","Save-On-Foods",23034,17.01,730.88,0.02
"9540","Galleria",66715,41.11,29.3,1.4
"9541","Save-On-Foods",7281,4.06,950.2,0
"9542","No Frills",47768,1.25,162.43,0.01
"9543","Galleria",40822,45.53,798.66,0.06
